row_index,image,mask,airport,runway,detected,n_detections,mask_max,mask_mean
111,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_046_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_046_FLSim.npy,CYYC,8,0,0,0.0,0.0
112,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_047_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_047_FLSim.npy,CYYC,8,0,0,0.0,0.0
113,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_048_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_048_FLSim.npy,CYYC,8,0,0,0.0,0.0
114,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_049_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_049_FLSim.npy,CYYC,8,0,0,0.0,0.0
115,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_050_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_050_FLSim.npy,CYYC,8,0,0,0.0,0.0
116,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_051_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_051_FLSim.npy,CYYC,8,0,0,0.0,0.0
117,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_052_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_052_FLSim.npy,CYYC,8,0,0,0.0,0.0
118,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_053_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_053_FLSim.npy,CYYC,8,0,0,0.0,0.0
119,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_054_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_054_FLSim.npy,CYYC,8,0,0,0.0,0.0
120,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_055_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_055_FLSim.npy,CYYC,8,0,0,0.0,0.0
121,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_056_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_056_FLSim.npy,CYYC,8,0,0,0.0,0.0
122,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_057_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_057_FLSim.npy,CYYC,8,0,0,0.0,0.0
123,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_058_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_058_FLSim.npy,CYYC,8,1,1,0.7873311042785645,0.0027317923959344625
124,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_059_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_059_FLSim.npy,CYYC,8,1,1,0.7855420708656311,0.0027968655340373516
125,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_060_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_060_FLSim.npy,CYYC,29,0,0,0.0,0.0
126,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_061_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_061_FLSim.npy,CYYC,29,0,0,0.0,0.0
127,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_062_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_062_FLSim.npy,CYYC,29,0,0,0.0,0.0
128,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_063_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_063_FLSim.npy,CYYC,29,0,0,0.0,0.0
129,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_064_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_064_FLSim.npy,CYYC,29,0,0,0.0,0.0
130,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_065_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_065_FLSim.npy,CYYC,29,0,0,0.0,0.0
131,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_066_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_066_FLSim.npy,CYYC,29,0,0,0.0,0.0
132,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_067_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_067_FLSim.npy,CYYC,29,0,0,0.0,0.0
133,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_068_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_068_FLSim.npy,CYYC,29,0,0,0.0,0.0
134,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_069_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_069_FLSim.npy,CYYC,29,0,0,0.0,0.0
135,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_070_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_070_FLSim.npy,CYYC,29,0,0,0.0,0.0
136,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_071_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_071_FLSim.npy,CYYC,29,0,0,0.0,0.0
137,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_072_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_072_FLSim.npy,CYYC,29,0,0,0.0,0.0
138,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_073_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_073_FLSim.npy,CYYC,29,1,1,0.32670584321022034,6.168740219436586e-05
139,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_074_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_074_FLSim.npy,CYYC,29,1,1,0.32094547152519226,0.00015752107719890773
140,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_075_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_075_FLSim.npy,CYYC,26,0,0,0.0,0.0
141,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_075_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_075_FLSim.npy,CYYC,29,0,0,0.0,0.0
142,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_078_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_078_FLSim.npy,CYYC,29,0,0,0.0,0.0
143,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_081_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_081_FLSim.npy,CYYC,29,0,0,0.0,0.0
144,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_082_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_082_FLSim.npy,CYYC,29,0,0,0.0,0.0
145,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_083_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_083_FLSim.npy,CYYC,29,0,0,0.0,0.0
146,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_084_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_084_FLSim.npy,CYYC,29,1,1,0.5554006695747375,0.0005277678719721735
147,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_085_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_085_FLSim.npy,CYYC,29,1,1,0.349277138710022,0.00041976809734478593
148,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_086_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_086_FLSim.npy,CYYC,29,0,0,0.0,0.0
149,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_087_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_087_FLSim.npy,CYYC,29,1,1,0.8091967105865479,0.00179869937710464
